scenario,phase,wall_time,ir_raw,red_raw,ir_mean,red_mean,ac_dc_ratio,peak_to_peak,bpm,spo2_est,amb_t,contact_status,contact_label,contact_conf,signal_present,contact_warmed_up,anomaly_score,anomaly_threshold,is_anomaly,anomaly_persisting_s,severity,temp_context
tachycardia,ramp_bpm_96,1774761781.896,130340,108274,131000,109000,0.033,4318.2,96.5,77.0,24.5,GOOD,good_contact,0.93,YES,YES,0.02308,-0.05826,NO,,NORMAL,STABLE
tachycardia,ramp_bpm_97,1774761781.996,130682,109116,131000,109000,0.0263,3439.3,96.8,99.0,24.5,GOOD,good_contact,0.93,YES,YES,0.02283,-0.05826,NO,,NORMAL,STABLE
tachycardia,ramp_bpm_97,1774761782.096,129034,107346,131000,109000,0.027,3531.4,97.2,84.7,24.5,GOOD,good_contact,0.93,YES,YES,0.01384,-0.05826,NO,,NORMAL,STABLE
tachycardia,ramp_bpm_98,1774761782.196,134395,111939,131000,109000,0.0333,4366.9,97.5,84.0,24.5,GOOD,good_contact,0.93,YES,YES,0.03209,-0.05826,NO,,NORMAL,STABLE
tachycardia,ramp_bpm_98,1774761782.296,130338,108631,131000,109000,0.0273,3572.9,97.9,93.2,24.5,GOOD,good_contact,0.93,YES,YES,0.03185,-0.05826,NO,,NORMAL,STABLE
tachycardia,ramp_bpm_98,1774761782.396,128446,106928,131000,109000,0.0319,4177.8,98.3,85.6,24.5,GOOD,good_contact,0.93,YES,YES,0.0182,-0.05826,NO,,NORMAL,STABLE
tachycardia,ramp_bpm_99,1774761782.496,132627,110217,131000,109000,0.036,4712.7,98.6,87.5,24.5,GOOD,good_contact,0.93,YES,YES,0.02196,-0.05826,NO,,NORMAL,STABLE
tachycardia,ramp_bpm_99,1774761782.596,130187,108166,131000,109000,0.0278,3639.8,99.0,79.2,24.5,GOOD,good_contact,0.93,YES,YES,0.03861,-0.05826,NO,,NORMAL,STABLE
tachycardia,ramp_bpm_99,1774761782.696,133535,111101,131000,109000,0.0325,4251.0,99.4,85.1,24.5,GOOD,good_contact,0.93,YES,YES,0.03569,-0.05826,NO,,NORMAL,STABLE
tachycardia,ramp_bpm_100,1774761782.796,130254,108351,131000,109000,0.0341,4473.0,99.7,83.9,24.5,GOOD,good_contact,0.93,YES,YES,0.03212,-0.05826,NO,,NORMAL,STABLE
tachycardia,ramp_bpm_100,1774761782.896,127879,106577,131000,109000,0.0277,3627.9,100.1,86.7,24.5,GOOD,good_contact,0.93,YES,YES,0.01899,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_100,1774761782.996,132965,110629,131000,109000,0.0279,3650.6,100.5,85.1,24.5,GOOD,good_contact,0.93,YES,YES,0.03534,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_101,1774761783.096,130018,108323,131000,109000,0.0279,3658.4,100.8,89.3,24.5,GOOD,good_contact,0.93,YES,YES,0.03032,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_101,1774761783.196,133331,110974,131000,109000,0.0304,3977.9,101.2,84.6,24.5,GOOD,good_contact,0.93,YES,YES,0.00849,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_102,1774761783.296,130022,108417,131000,109000,0.0305,3995.3,101.6,92.1,24.5,GOOD,good_contact,0.93,YES,YES,0.02648,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_102,1774761783.396,127337,106574,131000,109000,0.0295,3867.2,101.9,90.1,24.5,GOOD,good_contact,0.93,YES,YES,0.03901,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_102,1774761783.496,133027,110769,131000,109000,0.0322,4216.5,102.3,83.8,24.5,GOOD,good_contact,0.93,YES,YES,0.00706,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_103,1774761783.596,130301,108223,131000,109000,0.0336,4408.0,102.7,76.6,24.5,GOOD,good_contact,0.93,YES,YES,0.02229,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_103,1774761783.696,133824,111204,131000,109000,0.0302,3961.0,103.0,86.6,24.5,GOOD,good_contact,0.93,YES,YES,0.0159,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_103,1774761783.796,129869,108355,131000,109000,0.0329,4308.5,103.4,92.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.00124,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_104,1774761783.896,128512,106672,131000,109000,0.0315,4127.0,103.8,81.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.0015,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_104,1774761783.996,132413,110129,131000,109000,0.0334,4373.9,104.1,86.0,24.5,GOOD,good_contact,0.93,YES,YES,0.02206,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_104,1774761784.096,129760,107779,131000,109000,0.028,3668.0,104.5,80.4,24.5,GOOD,good_contact,0.93,YES,YES,0.0203,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_105,1774761784.196,134318,111935,131000,109000,0.0325,4259.9,104.8,83.4,24.5,GOOD,good_contact,0.93,YES,YES,0.01004,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_105,1774761784.296,130860,108619,131000,109000,0.027,3534.7,105.2,70,24.5,GOOD,good_contact,0.93,YES,YES,0.00139,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_106,1774761784.396,129594,107776,131000,109000,0.0341,4468.4,105.6,83.8,24.5,GOOD,good_contact,0.93,YES,YES,0.0002,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_106,1774761784.496,130650,108985,131000,109000,0.0283,3703.3,105.9,100,24.5,GOOD,good_contact,0.93,YES,YES,0.01822,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_106,1774761784.596,128384,106672,131000,109000,0.0334,4374.3,106.3,83.3,24.5,GOOD,good_contact,0.93,YES,YES,0.02345,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_107,1774761784.696,134148,112018,131000,109000,0.0321,4198.6,106.7,81.2,24.5,GOOD,good_contact,0.93,YES,YES,6e-05,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_107,1774761784.796,130712,108743,131000,109000,0.0294,3848.4,107.0,83.2,24.5,GOOD,good_contact,0.93,YES,YES,0.01095,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_107,1774761784.896,132247,110416,131000,109000,0.0345,4517.5,107.4,75.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.01648,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_108,1774761784.996,130198,108449,131000,109000,0.0299,3914.9,107.8,89.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.0077,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_108,1774761785.096,127987,106659,131000,109000,0.0296,3882.8,108.1,86.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.00764,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_108,1774761785.196,132375,110035,131000,109000,0.0291,3808.1,108.5,87.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.02242,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_109,1774761785.296,128888,107405,131000,109000,0.0271,3554.8,108.9,87.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.01773,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_109,1774761785.396,134880,112175,131000,109000,0.0292,3825.9,109.2,85.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.0221,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_110,1774761785.496,130503,108641,131000,109000,0.0283,3706.0,109.6,88.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.00624,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_110,1774761785.596,131323,109502,131000,109000,0.0297,3894.3,110.0,70,24.5,GOOD,good_contact,0.93,YES,YES,0.00944,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_110,1774761785.696,129845,108355,131000,109000,0.0304,3982.5,110.3,93.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.02401,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_111,1774761785.796,128018,106485,131000,109000,0.0287,3764.8,110.7,84.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.0135,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_111,1774761785.896,132377,110183,131000,109000,0.0298,3905.4,111.1,84.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.00452,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_111,1774761785.996,129007,107221,131000,109000,0.0324,4248.3,111.4,83.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.0215,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_112,1774761786.096,134639,112242,131000,109000,0.0302,3952.8,111.8,83.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.01197,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_112,1774761786.196,130663,108794,131000,109000,0.0328,4301.0,112.2,91.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.01887,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_113,1774761786.296,132540,110523,131000,109000,0.0313,4106.6,112.5,80.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.00504,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_113,1774761786.396,130345,108437,131000,109000,0.0296,3873.6,112.9,84.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.03058,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_113,1774761786.496,128781,107049,131000,109000,0.0287,3754.9,113.2,83.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.02907,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_114,1774761786.596,130975,109008,131000,109000,0.0339,4444.0,113.6,99.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.03344,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_114,1774761786.696,128150,106510,131000,109000,0.0309,4053.6,114.0,83.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.02833,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_114,1774761786.796,133312,111268,131000,109000,0.0299,3923.2,114.3,80.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.04166,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_115,1774761786.896,129462,108002,131000,109000,0.0271,3554.4,114.7,90.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.02512,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_115,1774761786.996,134732,112003,131000,109000,0.0299,3918.5,115.1,85.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.02773,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_115,1774761787.096,130580,108728,131000,109000,0.0306,4012.7,115.4,90.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.03802,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_116,1774761787.196,131986,110097,131000,109000,0.0302,3959.0,115.8,76.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.00866,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_116,1774761787.296,130195,108330,131000,109000,0.0338,4425.9,116.2,85.0,24.5,GOOD,good_contact,0.93,YES,YES,-0.04122,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_117,1774761787.396,129026,107250,131000,109000,0.0351,4598.8,116.5,83.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.0474,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_117,1774761787.496,130739,108812,131000,109000,0.0309,4043.8,116.9,88.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.04258,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_117,1774761787.596,127916,106397,131000,109000,0.0291,3811.1,117.3,84.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.04223,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_118,1774761787.696,132505,110346,131000,109000,0.0301,3946.5,117.6,83.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.03334,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_118,1774761787.796,129208,107456,131000,109000,0.0315,4127.0,118.0,84.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.05537,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_118,1774761787.896,134416,112125,131000,109000,0.0281,3685.3,118.4,82.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.05159,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_119,1774761787.996,130186,108558,131000,109000,0.0294,3845.8,118.7,93.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.03886,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_119,1774761788.096,134853,111966,131000,109000,0.0328,4292.3,119.1,86.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.06673,-0.05826,YES,2.9,ALERT,STABLE
tachycardia,ramp_bpm_119,1774761788.196,130670,108724,131000,109000,0.0258,3381.7,119.5,84.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.04865,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_120,1774761788.296,132652,110177,131000,109000,0.0285,3734.8,119.8,88.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.06175,-0.05826,YES,3.1,ALERT,STABLE
tachycardia,ramp_bpm_120,1774761788.396,130220,108416,131000,109000,0.0296,3874.0,120.2,87.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.0658,-0.05826,YES,3.2,ALERT,STABLE
tachycardia,ramp_bpm_121,1774761788.496,130038,108112,131000,109000,0.0315,4132.3,120.5,82.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.05948,-0.05826,YES,3.3,ALERT,STABLE
tachycardia,ramp_bpm_121,1774761788.596,130315,108344,131000,109000,0.0338,4425.7,120.9,81.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.05761,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_121,1774761788.696,128377,106775,131000,109000,0.0285,3732.1,121.3,84.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.05088,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_122,1774761788.796,131332,108902,131000,109000,0.0318,4163.6,121.6,100,24.5,GOOD,good_contact,0.93,YES,YES,-0.06513,-0.05826,YES,3.6,ALERT,STABLE
tachycardia,ramp_bpm_122,1774761788.896,127867,106368,131000,109000,0.0303,3975.3,122.0,84.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.04989,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_122,1774761788.996,132214,110139,131000,109000,0.0342,4486.0,122.4,81.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.04495,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_123,1774761789.096,128279,106890,131000,109000,0.0324,4247.9,122.7,86.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.08176,-0.05826,YES,3.9,ALERT,STABLE
tachycardia,ramp_bpm_123,1774761789.197,133637,111251,131000,109000,0.0308,4033.8,123.1,84.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.07157,-0.05826,YES,4.0,ALERT,STABLE
tachycardia,ramp_bpm_123,1774761789.297,129355,107733,131000,109000,0.0329,4314.5,123.5,86.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.04233,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_124,1774761789.397,134695,112170,131000,109000,0.0329,4315.0,123.8,84.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.05525,-0.05826,NO,,WARN,STABLE
tachycardia,ramp_bpm_124,1774761789.497,130084,108370,131000,109000,0.0357,4682.3,124.2,89.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.07899,-0.05826,YES,4.3,ALERT,STABLE
tachycardia,ramp_bpm_125,1774761789.597,134891,112282,131000,109000,0.031,4066.0,124.6,84.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.08199,-0.05826,YES,4.4,ALERT,STABLE
tachycardia,ramp_bpm_125,1774761789.697,130964,108647,131000,109000,0.036,4719.6,124.9,70,24.5,GOOD,good_contact,0.93,YES,YES,-0.07978,-0.05826,YES,4.5,ALERT,STABLE
tachycardia,ramp_bpm_125,1774761789.797,134363,111889,131000,109000,0.0316,4140.5,125.3,84.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.08515,-0.05826,YES,4.6,ALERT,STABLE
tachycardia,ramp_bpm_126,1774761789.897,130550,108767,131000,109000,0.0306,4005.4,125.7,94.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.07674,-0.05826,YES,4.7,ALERT,STABLE
tachycardia,ramp_bpm_126,1774761789.997,133042,111025,131000,109000,0.0317,4154.1,126.0,80.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.08421,-0.05826,YES,4.8,ALERT,STABLE
tachycardia,ramp_bpm_126,1774761790.097,130391,108588,131000,109000,0.0323,4232.2,126.4,89.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.06567,-0.05826,YES,4.9,ALERT,STABLE
tachycardia,ramp_bpm_127,1774761790.197,132162,110175,131000,109000,0.0344,4507.1,126.8,79.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.07866,-0.05826,YES,5.0,ALERT,STABLE
tachycardia,ramp_bpm_127,1774761790.297,130404,108485,131000,109000,0.0322,4220.9,127.1,84.0,24.5,GOOD,good_contact,0.93,YES,YES,-0.08447,-0.05826,YES,5.1,ALERT,STABLE
tachycardia,ramp_bpm_127,1774761790.397,131011,109315,131000,109000,0.0277,3635.0,127.5,70,24.5,GOOD,good_contact,0.93,YES,YES,-0.07201,-0.05826,YES,5.2,ALERT,STABLE
tachycardia,ramp_bpm_128,1774761790.497,130446,108340,131000,109000,0.0341,4464.2,127.8,74.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.06189,-0.05826,YES,5.3,ALERT,STABLE
tachycardia,ramp_bpm_128,1774761790.597,130496,108789,131000,109000,0.0331,4334.4,128.2,97.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.09021,-0.05826,YES,5.4,ALERT,STABLE
tachycardia,ramp_bpm_129,1774761790.697,129976,108289,131000,109000,0.0314,4110.1,128.6,89.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.11246,-0.05826,YES,5.5,ALERT,STABLE
tachycardia,ramp_bpm_129,1774761790.797,130103,108142,131000,109000,0.0334,4369.3,128.9,81.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.09495,-0.05826,YES,5.6,ALERT,STABLE
tachycardia,ramp_bpm_129,1774761790.897,130764,108174,131000,109000,0.0302,3954.5,129.3,70,24.5,GOOD,good_contact,0.93,YES,YES,-0.08517,-0.05826,YES,5.7,ALERT,STABLE
tachycardia,ramp_bpm_130,1774761790.997,130041,107733,131000,109000,0.0365,4786.1,129.7,70.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.10285,-0.05826,YES,5.8,ALERT,STABLE
tachycardia,ramp_bpm_130,1774761791.097,130422,108311,131000,109000,0.0375,4909.3,130.0,74.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.07732,-0.05826,YES,5.9,ALERT,STABLE
tachycardia,ramp_bpm_130,1774761791.197,129188,107838,131000,109000,0.0298,3906.0,130.4,90.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.09974,-0.05826,YES,6.0,ALERT,STABLE
tachycardia,ramp_bpm_131,1774761791.297,130531,108252,131000,109000,0.0309,4053.7,130.8,70,24.5,GOOD,good_contact,0.93,YES,YES,-0.09675,-0.05826,YES,6.1,ALERT,STABLE
tachycardia,ramp_bpm_131,1774761791.397,129309,107552,131000,109000,0.0307,4025.3,131.1,84.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.09755,-0.05826,YES,6.2,ALERT,STABLE
tachycardia,ramp_bpm_131,1774761791.497,130297,108431,131000,109000,0.0332,4350.4,131.5,85.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.11351,-0.05826,YES,6.3,ALERT,STABLE
tachycardia,ramp_bpm_132,1774761791.597,129270,107510,131000,109000,0.0355,4650.6,131.9,84.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.11919,-0.05826,YES,6.4,ALERT,STABLE
tachycardia,ramp_bpm_132,1774761791.697,130274,108219,131000,109000,0.0354,4639.4,132.2,77.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.09619,-0.05826,YES,6.5,ALERT,STABLE
tachycardia,ramp_bpm_133,1774761791.797,129505,107763,131000,109000,0.0318,4159.7,132.6,85.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.0986,-0.05826,YES,6.6,ALERT,STABLE
tachycardia,ramp_bpm_133,1774761791.897,130147,108358,131000,109000,0.0327,4281.2,133.0,87.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.13163,-0.05826,YES,6.7,ALERT,STABLE
tachycardia,ramp_bpm_133,1774761791.997,129724,108147,131000,109000,0.0359,4702.3,133.3,89.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.10723,-0.05826,YES,6.8,ALERT,STABLE
tachycardia,ramp_bpm_134,1774761792.097,130149,108287,131000,109000,0.034,4458.6,133.7,84.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.10395,-0.05826,YES,6.9,ALERT,STABLE
tachycardia,ramp_bpm_134,1774761792.197,130191,108544,131000,109000,0.0354,4642.3,134.1,93.0,24.5,GOOD,good_contact,0.93,YES,YES,-0.12075,-0.05826,YES,7.0,ALERT,STABLE
tachycardia,ramp_bpm_134,1774761792.297,130201,108405,131000,109000,0.0343,4492.1,134.4,87.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.11687,-0.05826,YES,7.1,ALERT,STABLE
tachycardia,ramp_bpm_135,1774761792.397,131051,109093,131000,109000,0.0335,4393.8,134.8,70,24.5,GOOD,good_contact,0.93,YES,YES,-0.10983,-0.05826,YES,7.2,ALERT,STABLE
tachycardia,ramp_bpm_135,1774761792.497,130358,108361,131000,109000,0.0302,3954.2,135.1,80.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.10921,-0.05826,YES,7.3,ALERT,STABLE
tachycardia,ramp_bpm_136,1774761792.597,131876,109948,131000,109000,0.0319,4175.8,135.5,77.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.12306,-0.05826,YES,7.4,ALERT,STABLE
tachycardia,ramp_bpm_136,1774761792.697,130533,108742,131000,109000,0.0334,4373.6,135.9,93.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.12146,-0.05826,YES,7.5,ALERT,STABLE
tachycardia,ramp_bpm_136,1774761792.797,132898,110861,131000,109000,0.0354,4630.9,136.2,80.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.11389,-0.05826,YES,7.6,ALERT,STABLE
tachycardia,ramp_bpm_137,1774761792.897,130900,108762,131000,109000,0.0298,3901.9,136.6,70,24.5,GOOD,good_contact,0.93,YES,YES,-0.12187,-0.05826,YES,7.7,ALERT,STABLE
tachycardia,ramp_bpm_137,1774761792.997,134309,111717,131000,109000,0.0317,4147.8,137.0,85.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.12351,-0.05826,YES,7.8,ALERT,STABLE
tachycardia,ramp_bpm_137,1774761793.097,130726,108813,131000,109000,0.0351,4600.3,137.3,89.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.11788,-0.05826,YES,7.9,ALERT,STABLE
tachycardia,ramp_bpm_138,1774761793.197,134976,112152,131000,109000,0.0303,3971.3,137.7,86.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.12672,-0.05826,YES,8.0,ALERT,STABLE
tachycardia,ramp_bpm_138,1774761793.297,130538,108475,131000,109000,0.0341,4472.8,138.1,75.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.14228,-0.05826,YES,8.1,ALERT,STABLE
tachycardia,ramp_bpm_138,1774761793.397,134695,112399,131000,109000,0.0328,4297.0,138.4,82.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.14186,-0.05826,YES,8.2,ALERT,STABLE
tachycardia,ramp_bpm_139,1774761793.497,129788,107868,131000,109000,0.0397,5195.8,138.8,81.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.11768,-0.05826,YES,8.3,ALERT,STABLE
tachycardia,ramp_bpm_139,1774761793.597,134372,111729,131000,109000,0.0335,4383.0,139.2,85.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.13267,-0.05826,YES,8.4,ALERT,STABLE
tachycardia,ramp_bpm_140,1774761793.697,128330,107097,131000,109000,0.0336,4398.7,139.5,88.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.16065,-0.05826,YES,8.5,ALERT,STABLE
tachycardia,ramp_bpm_140,1774761793.797,132824,110553,131000,109000,0.0352,4613.4,139.9,84.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.135,-0.05826,YES,8.6,ALERT,STABLE
tachycardia,ramp_bpm_140,1774761793.897,128085,106207,131000,109000,0.0305,3999.3,140.3,81.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.12535,-0.05826,YES,8.7,ALERT,STABLE
tachycardia,ramp_bpm_141,1774761793.997,131276,109253,131000,109000,0.0318,4167.0,140.6,82.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.14508,-0.05826,YES,8.8,ALERT,STABLE
tachycardia,ramp_bpm_141,1774761794.097,127907,106433,131000,109000,0.0294,3851.8,141.0,85.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.14185,-0.05826,YES,8.9,ALERT,STABLE
tachycardia,ramp_bpm_141,1774761794.197,130350,108465,131000,109000,0.035,4580.8,141.3,85.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.1392,-0.05826,YES,9.0,ALERT,STABLE
tachycardia,ramp_bpm_142,1774761794.297,129067,107403,131000,109000,0.0289,3786.3,141.7,85.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.14557,-0.05826,YES,9.1,ALERT,STABLE
tachycardia,ramp_bpm_142,1774761794.397,130189,108398,131000,109000,0.0322,4223.3,142.1,87.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.12008,-0.05826,YES,9.2,ALERT,STABLE
tachycardia,ramp_bpm_142,1774761794.497,131724,109575,131000,109000,0.034,4453.7,142.4,86.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.15449,-0.05826,YES,9.3,ALERT,STABLE
tachycardia,ramp_bpm_143,1774761794.597,130629,108492,131000,109000,0.0347,4545.3,142.8,70,24.5,GOOD,good_contact,0.93,YES,YES,-0.14557,-0.05826,YES,9.4,ALERT,STABLE
tachycardia,ramp_bpm_143,1774761794.697,134282,111702,131000,109000,0.0303,3963.3,143.2,85.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.15669,-0.05826,YES,9.5,ALERT,STABLE
tachycardia,ramp_bpm_144,1774761794.797,130849,108654,131000,109000,0.0318,4169.1,143.5,70,24.5,GOOD,good_contact,0.93,YES,YES,-0.14495,-0.05826,YES,9.6,ALERT,STABLE
tachycardia,ramp_bpm_144,1774761794.897,135131,112518,131000,109000,0.0358,4684.3,143.9,84.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.14651,-0.05826,YES,9.7,ALERT,STABLE
tachycardia,ramp_bpm_144,1774761794.997,129245,107761,131000,109000,0.033,4323.7,144.3,88.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.16079,-0.05826,YES,9.8,ALERT,STABLE
tachycardia,ramp_bpm_145,1774761795.097,133332,111069,131000,109000,0.0324,4247.9,144.6,83.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.14589,-0.05826,YES,9.9,ALERT,STABLE
